Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,Inventory Status,Inventory Utilization,Order Difference,Sales Difference,Demand Status
2022-06-27,S003,P0015,Furniture,South,87,29,57,42.88,12.86,5,Cloudy,1,12.71,Winter,2022,6,27,Low,33.33333333333333,14.119999999999997,-13.880000000000003,Lower than Forecast
2022-06-27,S005,P0009,Clothing,East,70,3,24,11.83,30.95,20,Sunny,0,28.45,Autumn,2022,6,27,Low,4.285714285714286,12.17,-8.83,Lower than Forecast
2022-06-28,S001,P0002,Clothing,South,67,31,49,27.72,42.99,5,Sunny,1,42.93,Autumn,2022,6,28,Low,46.26865671641791,21.28,3.280000000000001,Higher than Forecast
2022-06-28,S001,P0013,Toys,West,92,85,82,93.02,93.05,5,Snowy,1,94.91,Winter,2022,6,28,Low,92.3913043478261,-11.019999999999996,-8.019999999999996,Lower than Forecast
2022-06-28,S002,P0012,Groceries,West,77,14,101,21.05,60.97,0,Snowy,0,61.39,Summer,2022,6,28,Low,18.181818181818183,79.95,-7.050000000000001,Lower than Forecast
2022-06-28,S003,P0001,Clothing,South,73,42,49,39.02,85.08,20,Cloudy,0,82.58,Autumn,2022,6,28,Low,57.534246575342465,9.979999999999997,2.979999999999997,Higher than Forecast
2022-06-28,S003,P0005,Furniture,East,80,2,97,3.54,72.48,5,Sunny,0,76.32,Summer,2022,6,28,Low,2.5,93.46,-1.54,Lower than Forecast
2022-06-28,S003,P0017,Groceries,East,81,62,140,65.43,63.81,15,Rainy,0,61.39,Spring,2022,6,28,Low,76.5432098765432,74.57,-3.430000000000007,Lower than Forecast
2022-06-28,S004,P0005,Furniture,South,87,85,76,84.48,89.86,15,Sunny,1,94.17,Winter,2022,6,28,Low,97.70114942528735,-8.480000000000004,0.519999999999996,Higher than Forecast
2022-06-28,S004,P0017,Clothing,North,79,1,162,15.97,52.85,15,Rainy,0,55.32,Autumn,2022,6,28,Low,1.2658227848101267,146.03,-14.97,Lower than Forecast
2022-06-28,S004,P0019,Groceries,North,89,79,198,85.59,11.22,15,Rainy,1,6.52,Autumn,2022,6,28,Low,88.76404494382022,112.41,-6.590000000000003,Lower than Forecast
2022-06-28,S005,P0002,Furniture,North,87,44,37,54.22,80.0,10,Rainy,0,78.68,Summer,2022,6,28,Low,50.57471264367817,-17.22,-10.219999999999999,Lower than Forecast
2022-06-28,S005,P0013,Furniture,North,85,48,154,61.05,58.43,10,Cloudy,1,60.02,Summer,2022,6,28,Low,56.470588235294116,92.95,-13.049999999999997,Lower than Forecast
2022-06-28,S005,P0020,Electronics,South,82,43,97,50.87,76.43,5,Sunny,0,73.78,Summer,2022,6,28,Low,52.4390243902439,46.13,-7.869999999999997,Lower than Forecast
2022-06-29,S001,P0001,Clothing,North,58,22,103,22.15,80.64,0,Rainy,1,85.29,Summer,2022,6,29,Low,37.93103448275862,80.85,-0.14999999999999858,Lower than Forecast
2022-06-29,S001,P0020,Toys,West,96,59,107,59.19,20.85,10,Cloudy,1,23.97,Summer,2022,6,29,Low,61.458333333333336,47.81,-0.18999999999999773,Lower than Forecast
2022-06-29,S002,P0010,Furniture,East,69,64,42,55.42,74.04,5,Rainy,1,75.09,Spring,2022,6,29,Low,92.7536231884058,-13.420000000000002,8.579999999999998,Higher than Forecast
2022-06-29,S003,P0003,Clothing,West,64,7,108,22.75,67.39,20,Cloudy,1,72.09,Summer,2022,6,29,Low,10.9375,85.25,-15.75,Lower than Forecast
2022-06-29,S003,P0005,Clothing,East,99,57,138,72.43,23.79,5,Rainy,0,27.32,Spring,2022,6,29,Low,57.57575757575758,65.57,-15.430000000000007,Lower than Forecast
2022-06-29,S003,P0006,Groceries,South,67,6,44,-1.44,67.61,0,Rainy,1,70.91,Summer,2022,6,29,Low,8.955223880597014,45.44,7.4399999999999995,Higher than Forecast
2022-06-29,S003,P0007,Toys,South,98,95,144,97.14,30.14,5,Snowy,0,34.55,Summer,2022,6,29,Low,96.93877551020408,46.86,-2.1400000000000006,Lower than Forecast
2022-06-29,S004,P0003,Electronics,South,72,33,60,48.89,46.36,5,Cloudy,0,41.68,Spring,2022,6,29,Low,45.83333333333333,11.11,-15.89,Lower than Forecast
2022-06-29,S004,P0008,Clothing,East,81,77,199,95.41,87.72,5,Sunny,1,91.37,Autumn,2022,6,29,Low,95.06172839506173,103.59,-18.409999999999997,Lower than Forecast
2022-06-29,S004,P0019,Groceries,South,70,63,102,70.22,88.43,15,Cloudy,1,88.88,Winter,2022,6,29,Low,90.0,31.78,-7.219999999999999,Lower than Forecast
2022-06-29,S005,P0004,Electronics,South,74,38,178,37.8,87.91,0,Rainy,1,90.34,Autumn,2022,6,29,Low,51.35135135135135,140.2,0.20000000000000284,Higher than Forecast
2022-06-29,S005,P0010,Electronics,West,60,18,156,9.79,77.69,5,Sunny,0,81.96,Winter,2022,6,29,Low,30.0,146.21,8.21,Higher than Forecast
2022-06-30,S001,P0006,Furniture,West,72,50,200,47.06,84.97,5,Snowy,1,82.54,Winter,2022,6,30,Low,69.44444444444444,152.94,2.9399999999999977,Higher than Forecast
2022-06-30,S001,P0007,Toys,North,95,68,83,72.21,83.15,5,Sunny,1,83.69,Winter,2022,6,30,Low,71.57894736842105,10.790000000000006,-4.209999999999994,Lower than Forecast
2022-06-30,S001,P0016,Furniture,South,54,18,47,29.25,76.0,10,Sunny,0,79.3,Autumn,2022,6,30,Low,33.33333333333333,17.75,-11.25,Lower than Forecast
2022-06-30,S002,P0003,Clothing,North,95,59,67,52.11,30.05,15,Cloudy,1,31.43,Spring,2022,6,30,Low,62.10526315789474,14.89,6.890000000000001,Higher than Forecast
2022-06-30,S002,P0004,Electronics,East,94,18,151,26.05,42.82,15,Cloudy,0,41.31,Winter,2022,6,30,Low,19.148936170212767,124.95,-8.05,Lower than Forecast
2022-06-30,S003,P0004,Toys,West,65,63,83,54.13,85.4,0,Sunny,1,85.54,Spring,2022,6,30,Low,96.92307692307692,28.869999999999997,8.869999999999997,Higher than Forecast
2022-06-30,S003,P0014,Electronics,West,99,90,85,83.65,46.02,0,Sunny,1,45.47,Winter,2022,6,30,Low,90.9090909090909,1.3499999999999943,6.349999999999994,Higher than Forecast
2022-06-30,S003,P0017,Electronics,East,85,54,198,60.32,73.27,5,Sunny,1,74.22,Spring,2022,6,30,Low,63.52941176470588,137.68,-6.32,Lower than Forecast
2022-06-30,S004,P0002,Furniture,West,66,15,76,31.39,44.3,20,Snowy,0,49.24,Summer,2022,6,30,Low,22.727272727272727,44.61,-16.39,Lower than Forecast
2022-06-30,S004,P0003,Electronics,East,98,69,105,87.72,16.68,20,Rainy,1,12.77,Winter,2022,6,30,Low,70.40816326530613,17.28,-18.72,Lower than Forecast
2022-06-30,S004,P0004,Electronics,South,83,78,152,86.86,85.21,10,Cloudy,0,85.48,Autumn,2022,6,30,Low,93.97590361445783,65.14,-8.86,Lower than Forecast
2022-06-30,S005,P0005,Toys,South,74,62,197,79.1,57.98,15,Snowy,0,58.5,Spring,2022,6,30,Low,83.78378378378379,117.9,-17.099999999999994,Lower than Forecast
2022-06-30,S005,P0019,Toys,East,68,16,97,10.83,96.85,5,Sunny,0,101.51,Summer,2022,6,30,Low,23.52941176470588,86.17,5.17,Higher than Forecast
2022-07-01,S001,P0007,Clothing,West,53,1,71,0.15,75.26,10,Rainy,0,73.42,Spring,2022,7,1,Low,1.8867924528301887,70.85,0.85,Higher than Forecast
2022-07-01,S002,P0001,Furniture,South,97,25,165,40.68,87.5,20,Snowy,0,87.87,Winter,2022,7,1,Low,25.773195876288657,124.32,-15.68,Lower than Forecast
2022-07-01,S003,P0005,Clothing,West,88,27,77,34.81,49.0,15,Rainy,0,48.38,Autumn,2022,7,1,Low,30.681818181818183,42.19,-7.810000000000002,Lower than Forecast
2022-07-01,S004,P0006,Furniture,West,66,65,83,78.39,36.98,15,Rainy,1,39.99,Summer,2022,7,1,Low,98.48484848484848,4.609999999999999,-13.39,Lower than Forecast
2022-07-01,S004,P0008,Electronics,East,53,1,173,8.73,56.41,0,Snowy,0,51.55,Autumn,2022,7,1,Low,1.8867924528301887,164.27,-7.73,Lower than Forecast
2022-07-01,S004,P0012,Furniture,West,52,24,107,16.08,60.07,10,Rainy,1,63.32,Spring,2022,7,1,Low,46.15384615384615,90.92,7.920000000000002,Higher than Forecast
2022-07-01,S004,P0015,Electronics,South,71,57,20,63.65,92.52,10,Snowy,0,93.4,Winter,2022,7,1,Low,80.28169014084507,-43.65,-6.649999999999999,Lower than Forecast
2022-07-01,S005,P0005,Clothing,West,64,25,134,24.87,46.25,0,Snowy,1,42.16,Spring,2022,7,1,Low,39.0625,109.13,0.129999999999999,Higher than Forecast
2022-07-01,S005,P0007,Furniture,South,58,44,178,35.89,15.83,5,Sunny,0,19.07,Autumn,2022,7,1,Low,75.86206896551724,142.11,8.11,Higher than Forecast
2022-07-02,S001,P0001,Groceries,East,61,8,20,-1.43,42.42,0,Cloudy,0,40.55,Autumn,2022,7,2,Low,13.114754098360656,21.43,9.43,Higher than Forecast
2022-07-02,S001,P0013,Toys,East,66,12,87,25.9,77.77,5,Sunny,1,77.77,Spring,2022,7,2,Low,18.181818181818183,61.1,-13.899999999999999,Lower than Forecast
2022-07-02,S001,P0017,Groceries,West,66,64,174,59.04,91.85,10,Cloudy,1,87.15,Summer,2022,7,2,Low,96.96969696969697,114.96000000000001,4.960000000000001,Higher than Forecast
2022-07-02,S002,P0010,Furniture,North,74,1,178,10.12,93.96,10,Snowy,0,95.65,Spring,2022,7,2,Low,1.3513513513513513,167.88,-9.12,Lower than Forecast
2022-07-02,S002,P0017,Groceries,East,86,8,169,3.03,81.47,5,Rainy,0,80.26,Winter,2022,7,2,Low,9.30232558139535,165.97,4.970000000000001,Higher than Forecast
2022-07-02,S003,P0006,Groceries,West,68,58,123,64.39,75.52,0,Cloudy,1,79.87,Summer,2022,7,2,Low,85.29411764705883,58.61,-6.390000000000001,Lower than Forecast
2022-07-02,S003,P0020,Furniture,East,54,47,157,39.64,18.81,15,Rainy,1,17.7,Autumn,2022,7,2,Low,87.03703703703704,117.36,7.359999999999999,Higher than Forecast
2022-07-02,S004,P0008,Electronics,South,95,42,35,37.65,34.23,15,Sunny,1,35.39,Winter,2022,7,2,Low,44.21052631578947,-2.6499999999999986,4.350000000000001,Higher than Forecast
2022-07-02,S005,P0002,Toys,South,51,41,60,34.81,93.09,5,Snowy,1,88.95,Summer,2022,7,2,Low,80.3921568627451,25.189999999999998,6.189999999999998,Higher than Forecast
2022-07-02,S005,P0010,Groceries,West,56,38,72,53.25,48.82,5,Cloudy,0,46.2,Autumn,2022,7,2,Low,67.85714285714286,18.75,-15.25,Lower than Forecast
2022-07-02,S005,P0012,Clothing,West,72,23,128,28.46,11.07,10,Rainy,0,13.92,Autumn,2022,7,2,Low,31.944444444444443,99.53999999999999,-5.460000000000001,Lower than Forecast
2022-07-03,S001,P0005,Furniture,East,99,12,83,7.77,65.48,10,Snowy,1,61.31,Summer,2022,7,3,Low,12.121212121212121,75.23,4.23,Higher than Forecast
2022-07-03,S001,P0008,Toys,West,61,40,170,36.58,53.01,15,Snowy,1,55.54,Spring,2022,7,3,Low,65.57377049180327,133.42000000000002,3.4200000000000017,Higher than Forecast
2022-07-03,S001,P0012,Electronics,West,98,3,32,18.01,80.89,5,Rainy,1,76.3,Autumn,2022,7,3,Low,3.061224489795918,13.989999999999998,-15.010000000000002,Lower than Forecast
2022-07-03,S002,P0003,Toys,East,83,0,44,10.04,51.39,5,Sunny,1,52.46,Summer,2022,7,3,Low,0.0,33.96,-10.04,Lower than Forecast
2022-07-03,S002,P0010,Furniture,East,99,81,89,100.54,52.33,5,Snowy,1,53.91,Winter,2022,7,3,Low,81.81818181818183,-11.540000000000006,-19.540000000000006,Lower than Forecast
2022-07-03,S002,P0020,Furniture,West,51,39,157,29.48,16.45,5,Sunny,0,12.18,Winter,2022,7,3,Low,76.47058823529412,127.52,9.52,Higher than Forecast
2022-07-03,S003,P0002,Toys,South,54,50,97,64.22,88.08,10,Rainy,0,91.78,Winter,2022,7,3,Low,92.5925925925926,32.78,-14.219999999999999,Lower than Forecast
2022-07-03,S003,P0004,Furniture,West,99,86,109,101.51,77.19,0,Snowy,0,72.91,Summer,2022,7,3,Low,86.86868686868688,7.489999999999995,-15.510000000000005,Lower than Forecast
2022-07-03,S003,P0011,Toys,South,85,7,109,0.84,58.05,5,Sunny,1,61.87,Winter,2022,7,3,Low,8.235294117647058,108.16,6.16,Higher than Forecast
2022-07-03,S004,P0003,Clothing,North,72,60,178,55.51,21.49,0,Cloudy,0,16.88,Autumn,2022,7,3,Low,83.33333333333334,122.49000000000001,4.490000000000002,Higher than Forecast
2022-07-03,S004,P0007,Clothing,West,85,34,155,26.54,46.53,10,Cloudy,0,48.78,Summer,2022,7,3,Low,40.0,128.46,7.460000000000001,Higher than Forecast
2022-07-03,S005,P0006,Groceries,East,55,21,147,11.99,29.7,20,Snowy,0,26.43,Spring,2022,7,3,Low,38.18181818181819,135.01,9.01,Higher than Forecast
2022-07-03,S005,P0007,Furniture,North,50,47,62,56.59,45.57,10,Sunny,0,45.55,Winter,2022,7,3,Low,94.0,5.409999999999997,-9.590000000000003,Lower than Forecast
2022-07-03,S005,P0015,Groceries,East,95,40,120,49.28,68.3,5,Sunny,0,65.76,Winter,2022,7,3,Low,42.10526315789473,70.72,-9.280000000000001,Lower than Forecast
2022-07-04,S001,P0012,Electronics,East,77,35,174,39.66,40.63,15,Rainy,1,37.17,Summer,2022,7,4,Low,45.45454545454545,134.34,-4.659999999999997,Lower than Forecast
2022-07-04,S001,P0019,Groceries,North,88,71,174,80.59,48.05,5,Sunny,1,49.86,Winter,2022,7,4,Low,80.68181818181817,93.41,-9.590000000000003,Lower than Forecast
2022-07-04,S001,P0020,Toys,South,80,44,96,52.73,56.76,5,Snowy,0,55.74,Autumn,2022,7,4,Low,55.00000000000001,43.27,-8.729999999999997,Lower than Forecast
2022-07-04,S002,P0001,Electronics,East,100,87,42,105.22,87.49,0,Rainy,0,92.4,Winter,2022,7,4,Low,87.0,-63.22,-18.22,Lower than Forecast
2022-07-04,S002,P0006,Clothing,North,65,3,123,8.79,63.66,15,Snowy,0,58.98,Summer,2022,7,4,Low,4.615384615384616,114.21000000000001,-5.789999999999999,Lower than Forecast
2022-07-04,S002,P0015,Clothing,East,59,29,189,29.26,99.6,15,Snowy,0,96.68,Winter,2022,7,4,Low,49.152542372881356,159.74,-0.26000000000000156,Lower than Forecast
2022-07-04,S003,P0004,Groceries,South,71,17,86,31.44,94.27,10,Snowy,0,93.79,Spring,2022,7,4,Low,23.943661971830984,54.56,-14.440000000000001,Lower than Forecast
2022-07-04,S003,P0011,Toys,South,92,11,86,18.76,88.79,0,Sunny,1,91.42,Autumn,2022,7,4,Low,11.956521739130435,67.24,-7.760000000000002,Lower than Forecast
2022-07-04,S004,P0005,Toys,East,75,36,103,51.53,55.73,15,Rainy,0,54.77,Summer,2022,7,4,Low,48.0,51.47,-15.530000000000001,Lower than Forecast
2022-07-04,S004,P0008,Groceries,East,77,44,24,43.28,33.91,5,Cloudy,0,31.61,Autumn,2022,7,4,Low,57.14285714285714,-19.28,0.7199999999999989,Higher than Forecast
2022-07-04,S004,P0015,Electronics,East,96,16,101,26.85,61.05,20,Snowy,0,63.62,Summer,2022,7,4,Low,16.666666666666664,74.15,-10.850000000000001,Lower than Forecast
2022-07-04,S005,P0004,Clothing,West,72,64,133,64.42,17.96,10,Rainy,1,17.06,Summer,2022,7,4,Low,88.88888888888889,68.58,-0.4200000000000017,Lower than Forecast
2022-07-04,S005,P0006,Clothing,North,61,28,194,47.75,50.22,5,Rainy,1,53.97,Autumn,2022,7,4,Low,45.90163934426229,146.25,-19.75,Lower than Forecast
2022-07-05,S001,P0008,Furniture,North,76,31,122,35.95,58.88,10,Cloudy,1,55.83,Winter,2022,7,5,Low,40.78947368421053,86.05,-4.950000000000003,Lower than Forecast
2022-07-05,S001,P0018,Electronics,North,82,68,24,62.48,35.55,15,Snowy,0,32.98,Summer,2022,7,5,Low,82.92682926829268,-38.48,5.520000000000003,Higher than Forecast
2022-07-05,S002,P0019,Electronics,West,89,78,158,79.51,11.57,0,Cloudy,1,9.24,Spring,2022,7,5,Low,87.64044943820225,78.49,-1.5100000000000051,Lower than Forecast
2022-07-05,S002,P0020,Clothing,South,90,81,52,97.11,76.91,15,Sunny,0,76.25,Summer,2022,7,5,Low,90.0,-45.11,-16.11,Lower than Forecast
2022-07-05,S004,P0004,Toys,North,98,54,37,50.05,34.72,0,Rainy,1,35.87,Winter,2022,7,5,Low,55.10204081632652,-13.049999999999997,3.950000000000003,Higher than Forecast
2022-07-05,S004,P0005,Furniture,North,94,52,144,46.4,17.0,20,Snowy,1,12.33,Autumn,2022,7,5,Low,55.319148936170215,97.6,5.600000000000001,Higher than Forecast
2022-07-05,S005,P0014,Furniture,North,70,53,26,49.99,37.48,20,Rainy,1,37.91,Winter,2022,7,5,Low,75.71428571428571,-23.990000000000002,3.009999999999998,Higher than Forecast
2022-07-06,S001,P0003,Groceries,West,82,66,176,76.99,12.77,0,Cloudy,0,9.94,Summer,2022,7,6,Low,80.48780487804879,99.01,-10.989999999999995,Lower than Forecast
2022-07-06,S001,P0004,Furniture,East,66,23,101,20.49,26.81,10,Cloudy,0,25.96,Summer,2022,7,6,Low,34.84848484848485,80.51,2.5100000000000016,Higher than Forecast
2022-07-06,S001,P0009,Groceries,East,62,29,131,39.09,24.22,15,Sunny,0,23.97,Autumn,2022,7,6,Low,46.774193548387096,91.91,-10.090000000000003,Lower than Forecast
2022-07-06,S001,P0011,Toys,East,69,21,38,14.67,50.22,0,Sunny,0,45.88,Summer,2022,7,6,Low,30.434782608695656,23.33,6.33,Higher than Forecast
2022-07-06,S001,P0012,Electronics,North,54,40,91,35.13,48.02,20,Rainy,1,47.88,Summer,2022,7,6,Low,74.07407407407408,55.87,4.869999999999997,Higher than Forecast
2022-07-06,S001,P0018,Groceries,East,96,85,116,90.03,36.61,10,Cloudy,0,41.28,Spring,2022,7,6,Low,88.54166666666666,25.97,-5.030000000000001,Lower than Forecast
2022-07-06,S002,P0001,Toys,North,96,85,104,103.46,45.94,5,Sunny,0,49.28,Winter,2022,7,6,Low,88.54166666666666,0.5400000000000063,-18.459999999999994,Lower than Forecast
2022-07-06,S002,P0005,Toys,East,59,46,148,55.88,97.84,15,Sunny,0,92.89,Winter,2022,7,6,Low,77.96610169491525,92.12,-9.880000000000003,Lower than Forecast
2022-07-06,S002,P0008,Clothing,North,94,79,139,71.69,97.39,5,Snowy,0,98.54,Summer,2022,7,6,Low,84.04255319148936,67.31,7.310000000000002,Higher than Forecast
2022-07-06,S003,P0013,Groceries,West,80,20,124,10.42,40.12,5,Rainy,1,37.78,Spring,2022,7,6,Low,25.0,113.58,9.58,Higher than Forecast
2022-07-06,S003,P0017,Furniture,North,56,41,138,41.14,86.55,10,Cloudy,0,88.47,Summer,2022,7,6,Low,73.21428571428571,96.86,-0.14000000000000057,Lower than Forecast
2022-07-06,S003,P0020,Furniture,North,84,29,54,45.88,42.49,20,Rainy,1,45.59,Spring,2022,7,6,Low,34.523809523809526,8.119999999999997,-16.880000000000003,Lower than Forecast
2022-07-06,S004,P0010,Electronics,North,76,51,83,56.37,85.72,0,Snowy,0,81.33,Autumn,2022,7,6,Low,67.10526315789474,26.630000000000003,-5.369999999999997,Lower than Forecast
2022-07-06,S005,P0001,Electronics,East,98,87,44,78.73,35.21,5,Snowy,0,36.48,Autumn,2022,7,6,Low,88.77551020408163,-34.730000000000004,8.269999999999996,Higher than Forecast
2022-07-06,S005,P0006,Toys,North,55,16,180,33.24,45.41,5,Snowy,1,46.78,Spring,2022,7,6,Low,29.09090909090909,146.76,-17.240000000000002,Lower than Forecast
2022-07-06,S005,P0008,Furniture,North,77,27,92,33.09,59.97,0,Snowy,0,58.99,Summer,2022,7,6,Low,35.064935064935064,58.91,-6.090000000000003,Lower than Forecast
2022-07-06,S005,P0012,Furniture,South,56,29,138,22.0,67.99,20,Snowy,0,72.33,Winter,2022,7,6,Low,51.78571428571429,116.0,7.0,Higher than Forecast
2022-07-07,S001,P0005,Groceries,East,96,66,58,81.76,94.94,15,Sunny,1,92.92,Winter,2022,7,7,Low,68.75,-23.760000000000005,-15.760000000000005,Lower than Forecast
2022-07-07,S001,P0010,Electronics,East,67,30,152,25.14,24.31,20,Cloudy,0,22.45,Spring,2022,7,7,Low,44.776119402985074,126.86,4.859999999999999,Higher than Forecast
2022-07-07,S001,P0016,Toys,West,86,31,174,22.38,28.51,5,Rainy,1,30.2,Winter,2022,7,7,Low,36.04651162790697,151.62,8.620000000000001,Higher than Forecast
2022-07-07,S002,P0003,Furniture,East,51,39,200,30.96,15.57,0,Rainy,1,19.76,Summer,2022,7,7,Low,76.47058823529412,169.04,8.04,Higher than Forecast
2022-07-07,S002,P0013,Clothing,West,94,45,135,40.78,36.51,20,Sunny,1,38.34,Summer,2022,7,7,Low,47.87234042553192,94.22,4.219999999999999,Higher than Forecast
2022-07-07,S003,P0014,Electronics,East,82,41,70,37.95,42.24,10,Snowy,0,46.26,Autumn,2022,7,7,Low,50.0,32.05,3.049999999999997,Higher than Forecast
2022-07-07,S003,P0015,Clothing,West,96,19,72,30.66,98.89,5,Rainy,0,103.54,Summer,2022,7,7,Low,19.791666666666664,41.34,-11.66,Lower than Forecast
2022-07-07,S005,P0006,Groceries,East,50,29,135,47.95,34.15,20,Rainy,0,36.15,Summer,2022,7,7,Low,57.99999999999999,87.05,-18.950000000000003,Lower than Forecast
2022-07-08,S001,P0005,Electronics,South,51,21,152,12.08,71.93,20,Sunny,1,74.26,Spring,2022,7,8,Low,41.17647058823529,139.92,8.92,Higher than Forecast
2022-07-08,S001,P0009,Clothing,North,95,3,132,22.0,84.79,15,Sunny,1,89.62,Spring,2022,7,8,Low,3.1578947368421053,110.0,-19.0,Lower than Forecast
2022-07-08,S002,P0008,Clothing,South,89,13,35,6.33,96.29,20,Cloudy,0,91.98,Autumn,2022,7,8,Low,14.606741573033707,28.67,6.67,Higher than Forecast
2022-07-08,S003,P0013,Toys,South,96,47,39,45.31,28.96,20,Snowy,0,26.46,Winter,2022,7,8,Low,48.95833333333333,-6.310000000000002,1.6899999999999977,Higher than Forecast
2022-07-08,S004,P0008,Clothing,East,93,40,131,51.87,13.86,15,Cloudy,0,18.74,Spring,2022,7,8,Low,43.01075268817204,79.13,-11.869999999999997,Lower than Forecast
2022-07-08,S004,P0016,Toys,East,79,72,127,91.23,25.59,10,Snowy,1,25.15,Autumn,2022,7,8,Low,91.13924050632912,35.769999999999996,-19.230000000000004,Lower than Forecast
2022-07-08,S005,P0009,Furniture,North,61,21,116,23.23,55.11,15,Rainy,0,52.72,Winter,2022,7,8,Low,34.42622950819672,92.77,-2.2300000000000004,Lower than Forecast
2022-07-09,S001,P0012,Electronics,North,83,8,104,14.63,19.34,0,Snowy,1,17.67,Winter,2022,7,9,Low,9.63855421686747,89.37,-6.630000000000001,Lower than Forecast
2022-07-09,S001,P0013,Groceries,North,50,7,27,3.95,25.08,15,Sunny,0,28.26,Winter,2022,7,9,Low,14.000000000000002,23.05,3.05,Higher than Forecast
2022-07-09,S002,P0009,Electronics,South,64,13,103,27.3,41.38,0,Snowy,1,46.28,Summer,2022,7,9,Low,20.3125,75.7,-14.3,Lower than Forecast
2022-07-09,S002,P0010,Electronics,West,66,34,118,40.26,23.65,0,Snowy,1,23.91,Winter,2022,7,9,Low,51.515151515151516,77.74000000000001,-6.259999999999998,Lower than Forecast
2022-07-09,S002,P0020,Groceries,South,76,37,67,32.19,71.35,20,Snowy,1,69.81,Spring,2022,7,9,Low,48.68421052631579,34.81,4.810000000000002,Higher than Forecast
2022-07-09,S003,P0001,Toys,East,79,73,174,83.24,70.51,10,Sunny,0,70.13,Autumn,2022,7,9,Low,92.40506329113924,90.76,-10.239999999999995,Lower than Forecast
2022-07-09,S003,P0005,Clothing,East,63,12,42,7.76,42.24,5,Cloudy,0,44.2,Winter,2022,7,9,Low,19.047619047619047,34.24,4.24,Higher than Forecast
2022-07-09,S003,P0012,Furniture,North,62,11,55,13.73,97.4,10,Sunny,1,99.3,Spring,2022,7,9,Low,17.741935483870968,41.269999999999996,-2.7300000000000004,Lower than Forecast
2022-07-09,S003,P0017,Electronics,East,70,25,122,38.03,10.2,0,Cloudy,0,7.92,Winter,2022,7,9,Low,35.714285714285715,83.97,-13.030000000000001,Lower than Forecast
2022-07-09,S003,P0020,Electronics,East,55,1,192,10.52,14.0,0,Cloudy,1,14.4,Winter,2022,7,9,Low,1.8181818181818181,181.48,-9.52,Lower than Forecast
2022-07-09,S004,P0010,Clothing,North,50,6,108,-1.62,54.84,15,Sunny,0,53.65,Winter,2022,7,9,Low,12.0,109.62,7.62,Higher than Forecast
2022-07-10,S001,P0010,Groceries,West,92,84,41,84.9,71.4,0,Rainy,1,70.28,Autumn,2022,7,10,Low,91.30434782608695,-43.900000000000006,-0.9000000000000057,Lower than Forecast
2022-07-10,S001,P0019,Groceries,South,56,36,26,32.38,54.09,5,Rainy,0,49.34,Autumn,2022,7,10,Low,64.28571428571429,-6.380000000000003,3.6199999999999974,Higher than Forecast
2022-07-10,S001,P0020,Clothing,South,85,8,160,10.71,25.85,10,Cloudy,1,22.73,Spring,2022,7,10,Low,9.411764705882353,149.29,-2.710000000000001,Lower than Forecast
2022-07-10,S003,P0019,Groceries,South,99,29,117,36.56,87.52,15,Sunny,0,82.57,Spring,2022,7,10,Low,29.292929292929294,80.44,-7.560000000000002,Lower than Forecast
2022-07-10,S004,P0005,Furniture,North,85,52,106,45.97,50.31,20,Cloudy,1,51.94,Autumn,2022,7,10,Low,61.1764705882353,60.03,6.030000000000001,Higher than Forecast
2022-07-10,S004,P0014,Furniture,North,80,8,87,5.72,20.73,10,Sunny,1,22.92,Summer,2022,7,10,Low,10.0,81.28,2.2800000000000002,Higher than Forecast
2022-07-10,S005,P0003,Furniture,East,66,61,65,77.0,14.97,15,Snowy,0,12.98,Spring,2022,7,10,Low,92.42424242424242,-12.0,-16.0,Lower than Forecast
2022-07-10,S005,P0017,Clothing,East,89,53,89,65.55,23.92,10,Cloudy,0,27.08,Autumn,2022,7,10,Low,59.55056179775281,23.450000000000003,-12.549999999999997,Lower than Forecast
2022-07-10,S005,P0019,Clothing,West,78,64,105,80.5,82.29,10,Cloudy,0,86.81,Summer,2022,7,10,Low,82.05128205128204,24.5,-16.5,Lower than Forecast
2022-07-11,S001,P0006,Furniture,South,74,12,48,24.51,43.87,15,Cloudy,0,45.97,Winter,2022,7,11,Low,16.216216216216218,23.49,-12.510000000000002,Lower than Forecast
2022-07-11,S001,P0008,Clothing,North,75,55,26,49.03,27.12,10,Snowy,0,22.88,Summer,2022,7,11,Low,73.33333333333333,-23.03,5.969999999999999,Higher than Forecast
2022-07-11,S001,P0011,Toys,West,70,23,188,13.07,50.03,20,Sunny,1,53.69,Summer,2022,7,11,Low,32.857142857142854,174.93,9.93,Higher than Forecast
2022-07-11,S002,P0002,Groceries,North,67,8,57,9.73,11.85,10,Sunny,1,10.23,Winter,2022,7,11,Low,11.940298507462686,47.269999999999996,-1.7300000000000004,Lower than Forecast
2022-07-11,S002,P0014,Furniture,West,90,61,20,57.13,50.35,15,Rainy,0,50.01,Summer,2022,7,11,Low,67.77777777777779,-37.13,3.8699999999999974,Higher than Forecast
2022-07-11,S002,P0016,Clothing,West,59,54,174,54.11,98.12,0,Snowy,0,98.07,Spring,2022,7,11,Low,91.52542372881356,119.89,-0.10999999999999943,Lower than Forecast
